The lowest temperature ever measured is -37.8 ° C on January 15, 1957.	La temperatura más baxo enxamás midida ye de -37,8 °C el 15 de xineru de 1957.
Engaging in automated uses of the site that are abusive or disruptive of the services and have not been approved by the DoomWiki.org community;	Participando n'usos automatizaos del sitiu que seyan abusivos o perxudiciales pa los servicios y que nun tengan sío aprobaos pola comunidá de Wikimedia;
Education is the facilitation of learning.	La educación ye'l procesu de facilitar el aprendizaxe.
Grace Zabriskie (May 17, 1941, New Orleans, Louisiana, United States) is an American actress.	Grace Zabriskie (17 de mayu de 1941, New Orleans, Louisiana, Estaos Xuníos) ye una actriz estaunidense.
They lived for four years in Lima with Paul's uncle and his family.	Vivieron en Llima mientres cuatro años col tíu de Paul y la so familia.
RMF generally cannot offer any protection, guarantee, immunity or indemnification.	WMF normalmente nun pue ufrir proteición, garantía, inmunidá nin indemnizaciones.2.
Apollo would have been banished to Tartarus forever, but was instead sentenced to one year of hard labour as punishment, thanks to the intercession of his mother, Leto.	Apolo tenía de ser desterráu al Tártaru para siempres, pero foi nel so llugar condergáu a un añu de trabayu forzáu como castigu, gracies a la intercesión de la so madre, Leto.
Alexandria County contained the present area of Arlington County, then mostly rural, and the settled town of Alexandria (now "Old Town" Alexandria), a port located on the Potomac River in the southeastern part of the area of the present City of Alexandria.	El condáu de Alexandría contenía nesi periodu una área rural qu'inclúi l'actual condáu de Arlington, y la yá urbanizada ciudá de Alexandría (agora "Old Town" Alexandria), puertu sobre'l ríu Potomac al sudeste de l'actual ciudá de Alexandría.
The main repository of the laws of Bahá'u'lláh's revelation is the Kitáb-i-Aqdas, "the Most Holy Book".	El principal repertoriu de les lleis de la revelación de Bahá'u'lláh ye'l Kítab-i-Aqdas (el llibru más sagráu).
The earth was protected fom the full heat of the sun by Svalin, who stood between the earth and Sol.	La tierra ta protexida del calor total del sol por Svalin, quien s'atopa ente'l sol y ella.
Tyr was released on 6 August 1990, and reached number 24 on the UK albums chart, but was the first Black Sabbath release not to break the Billboard 200 in the US.	Tyr foi llanzáu'l 6 d'agostu de 1990, llegando al puestu númberu 24 na llista d'álbumes británica, anque foi'l primer álbum de Black Sabbath que nun entró nel Billboard 200 d'Estaos Xuníos.
Pascal said: “The heart has its reasons which reason does not know.”	Dicía Pascal que'l corazón tien razones que la razón desconoz.
During his time at Curtis, Bernstein also studied piano with Isabella Vengerova and Heinrich Gebhard.	Nesta dómina Bernstein tamién estudió pianu con Isabella Vengerova y Heinrich Gebhard.
He met Friends actress Jennifer Aniston in 1998 and married her in a private wedding ceremony in Malibu on 29 July 2000.	Pitt conoció a l'actriz de Friends Jennifer Aniston en 1998 y casóse con ella nuna ceremonia privada en Malibú'l 29 de xunetu de 2000.
Public administration Dependence Education and University Equality Childhood Health Social Services	Alministración pública Dependencia Educación y universidá Igualdá Infancia Sanidá Servicios sociales
Salvation is by God's grace.	La salvación ye pola gracia de Dios.
This can result in other issues, such as infidelity and alcoholism.	Esto puede resultar n'otros problemes, como infidelidá y alcoholismu.
The rate of occurrence drops off quickly with increasing strength—less than 1 percent are violent tornadoes (EF4, T8 or stronger).Outside Tornado Alley, and North America in general, violent tornadoes are extremely rare.	Cuanto mayor sía la intensidá d'un rangu, menor ye la so tasa d'incidencia, pos menos de 1% son tornaos violentos (EF4, T8 o más fuerte).[66] Fora del Tornáu Alley, y de Norteamérica polo xeneral, los tornaos violentos son desaxeradamente raros.
New York Public Library, central block, built 1897–1911, Carrère and Hastings, architects (June, 2003) Located at Fifth Avenue and 42nd Street	Biblioteca pública de Nueva York, bloque central, construyíu ente 1897–1911, Carrère y Hastings, (xunu de 2003)
The national flag of Guinea-Bissau was adopted in 1973 following the country's independence from Portuguese rule.	La bandera de Guinea-Bisáu foi adoptada en 1973 tres la independencia de Portugal.
For example, the trucks had only a lighthouse in the center of the hood.	Por exemplu, los camiones teníen namái una lluz nel centru del capó.
In September 2009, Carter put weight behind allegations by Venezuelan President Hugo Chávez, pertaining to United States involvement in the 2002 Venezuelan coup d'état attempt by a civilian-military junta, saying that Washington knew about the coup and may have taken part.[138]	En 2009 punxo pesu detrás de les acusaciones de presidente venezolanu Hugo Chávez, referentes a la participación d'Estaos Xuníos nel intentu golpe d'estáu en Venezuela de 2002 perpetáu por una Xunta cívica-militar, manifestando que Washington conocía la esistencia del golpe y pudo haber tomáu parte.[135]
At the end of the course each student will receive a certificate of attendance.	En terminando, cada alumnu/a recibirá un certificáu d’asistencia.
"When my husband died, because he was so famous and known for not being a believer, many people would come up to me -- it still sometimes happens -- and ask me if Carl changed at the end and converted to a belief in an afterlife.	Cuando'l mio maríu morrió, por cuenta de que yera tan famosu y conocíu por ser un non creyente, munches persones averábenseme —entá asocede dacuando— a preguntar si Carl camudó a la fin y convirtióse nun creyente na otra vida.
Kolkata is the main business, commercial and financial hub of Eastern India and the Northeastern …	Calcuta ye la principal zona de negocios, de comerciu y financieru del este de la India y de los estaos del nordés.
I felt the need to return to my country.[59] ”	Sentí la necesidá de tornar al mio país..."[31]
The two also filmed a music video for their remake.[10] In addition, she also recorded a song, released in 2008, with The Disney Channel Circle of Stars.	Los dos tamién filmaron un videu musical pa la so nueva versión.[15] Amás, Osment tamién grabó un cantar, llanzada nel 2008, con The Disney Channel Circle of Stars.
This bishop was Monseigneur Joseph Martin, initially well disposed to Gauguin because he was aware that Gauguin had sided with the Catholic party in Tahiti in his journalism.[153]	Esti obispu yera Monseigneur Joseph Martin, primeramente contentu con Gauguin porque sabía qu'él s'alió col catolicismu en Tahití nel so periodismu.[137]
Under the Samanid dynasty (819–999), whose founder Saman Khuda was a Persian Zoroastrian convert to Islam, the city came to be known as Binkath.	So la dinastía Samánida (819-999), que'l so fundador Saman Khuda convirtiérase al islam por un Zoroastro sasánida persa, la ciudá aportó a conocíu como Binkath.
The second dust cloud extends from about 10 AU to about 40 AU, and was probably created by similar collisions within the Kuiper belt.	La segunda nube estiéndese desde les 10 AU hasta les 40 AU, y formose posiblemente como resultáu de colisiones similares dientro'l cinturón de Kuiper.
New York City's need for a great public park was voiced by the poet and editor of the Evening Post (now the New York Post), William Cullen Bryant, and by the first American landscape architect, Andrew Jackson Downing, who began to publicize the city's need for a public park in 1844.	Poco dempués, la necesidá per parte de la ciudá de Nueva York de tener un gran parque públicu foi espresada pol poeta y redactor del entós Evening Post (l'actual New York Post), William Cullen Bryant, y pol primera arquiteutu paisaxísticu d'Estaos Xuníos, Andrew Jackson Downing, qu'empezó a faer pública la necesidá que tenía la ciudá d'un parque públicu en 1844.
The neurons of the raphe nuclei are the principal source of 5-HT release in the brain.[2] The raphe nuclei are neurons grouped into about nine pairs and distributed along the entire length of the brainstem, centered around the reticular formation.	Les neuronas de los núcleos del rafe son la fonte principal de lliberación de la 5-HT nel celebru.[12] Los núcleos del rafe son conxuntos de neurones distribuyíes en nueve grupo pares y alcontraes a lo llargo de toa'l llargor del tueru encefálicu, que ta centráu alredor de la formación reticular.
Release of Responsibility	Lliberación de responsabilidá
There’s no need to create an account or register.	Pa ello non ye necesario crear cuentes nin rexistrase.
The British successfully repelled a number of German surface raiding attempts during the war, the two most famous battles with surface raiders included one with the pocket battleship Admiral Graf Spee and a British cruiser squadron in 1939, which set off a political controversy when the German ship attempted to take refuge in the neutral port of Montevideo, later being forced out and destroyed by her crew to avoid capture.	Ente les dos más famoses batalles col invasores figura un combate en superficie ente l'acorazáu de bolsu Admiral Graf Spee y un escuadrón de cruceros británicos en 1939, que desamarró un discutiniu políticu cuando'l buque alemán trató d'abelugase nel puertu neutral de Montevideo, onde darréu se vio obligáu a abandonalo y destruyilo pola so tripulación pa evitar asina la so captura.
June 24: Napoleon begins the invasion of Russia with his Grande Armée of over 600,000 men.	23 de xunu: Napoleón empecipia la invasión de Rusia al mandu d'un exércitu de 600 000 soldaos.
The Muromachi period is named after the district in Kyoto from where the third shogun, Ashikaga Yoshimitsu, built his headquarters.	El períodu debe'l so nome a la área de Muromachi en Kioto, onde'l tercer shōgun Yoshimitsu estableció la so residencia.
In 1910 the Nordic Peace Congress in Stockholm decided that a peace monument should be raised on the border between Sweden and Norway to celebrate 100 year of peace between the countries.	En 1910 el Congresu de Paz nórdicu n'Estocolmo decidió qu'un monumentu de paz tendría que ser llevantáu na frontera ente Suecia y Noruega pa celebrar 100 añu de paz ente los países.
The list of accounts to which Ekiga should register	La llista de cuentes nes qu'Ekiga debería rexistrase
